Assessment_url,Assessment_Length,Description,Job_Levels,Languages,Test_Type,Remote_Support ,Adaptive_Support
https://www.shl.com/products/product-catalog/view/mechanical-engineering-new/,Approximate Completion Time in minutes = 7,"Multi-choice test that measures the conceptual knowledge of fluid and machine mechanics, thermodynamics, IC engines and manufacturing science.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/mechanical-focus-8-0/,Approximate Completion Time in minutes = 31,"The Manufacturing & Industrial Mechanical Focus 8.0 Job-Focused Assessment measures the 
behaviors that underlie successful and safe performance in an industrial/manufacturing 
setting. This solution assesses mechanical comprehension and other foundational behaviors 
including behaving safely in the workplace; applying domain-related expertise; offering 
practical solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Assemblers and Fitters, and Maintenance/Repair Workers.","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor,","English (USA), English International, Italian, Japanese, Latin American Spanish, Chinese Simplified,",K,Yes,No
https://www.shl.com/products/product-catalog/view/mechatronics-engineering-new/,Approximate Completion Time in minutes = 19,"Multi-choice test that measures the knowledge related to basic mechatronics systems, components, sensors, feedback devices, control elements, actuators, computational elements and application of mechatronic systems.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/medical-terminology-new/,Approximate Completion Time in minutes = 3,"Multi-choice test that measures the knowledge of different medical terms and abbreviations related to the human body, diseases and diagnosis.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/metallurgical-engineering-new/,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge of process metallurgy, industrial metallurgy and physical metallurgy.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/ms-access-new/,Approximate Completion Time in minutes = 7,Multi-choice test that measures the knowledge and basic understanding of MS Access programming.,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/ms-excel-new/,Approximate Completion Time in minutes = 6,"Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data.","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA), Spanish, French, Portuguese (Brazil),",K,Yes,No
https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-new/,Approximate Completion Time in minutes = 7,"Multi-choice test that measures the ability to use MS Word, MS Excel and MS PowerPoint to perform basic tasks on a computer.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA), Spanish, Portuguese (Brazil), French,",K,Yes,No
https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,Approximate Completion Time in minutes = 5,"Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email.","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",S,Yes,No
https://www.shl.com/products/product-catalog/view/ms-powerpoint-new/,Approximate Completion Time in minutes = 4,"Multi-choice test that measures the knowledge of MS PowerPoint toolbars, slide layouts, animation, slideshow, slide designs and formats.","Entry-Level, Front Line Manager, Graduate, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA), French, Spanish, Portuguese (Brazil),",K,Yes,No
https://www.shl.com/products/product-catalog/view/ms-word-new/,Approximate Completion Time in minutes = 4,Multi-choice test that measures the ability to use MS Word to record and save textual information.,"Professional Individual Contributor, Supervisor, Mid-Professional, Entry-Level, Graduate, Manager,","Spanish, French, Portuguese (Brazil), English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/mulesoft-development-new/,Approximate Completion Time in minutes = 17,"Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/multitasking-ability/,Approximate Completion Time in minutes = 20,"The Multitasking Ability assessment is a measure of one’s ability to adeptly work on more than one task simultaneously, while maintaining efficiency and effectiveness when interrupted or switching between tasks.  This test is a face-valid, split-screen simulation that is designed to assess multitasking ability. It captures the dynamic nature of the working environment by presenting the candidate with multiple types of items in a timed format. Candidates will be required to complete problem-solving items that are presented on one side of the screen, while at the same time attending to emails that are presented within an email inbox on the other side of the screen.","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",A K S,Yes,No
https://www.shl.com/products/product-catalog/view/networking-and-implementation-new/,Approximate Completion Time in minutes = 7,"Multi-choice test that measures the knowledge of networking devices, protocols, reference models, routing and implementation of networks.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/node-js-new/,Approximate Completion Time in minutes = 9,"Multi-choice test that measures the basic knowledge of Node.js such as events, streams, file system, error handling, concurrency, DB handling and express framework.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/nursing-new/,Approximate Completion Time in minutes = 11,Multi-choice test that measures the knowledge of carrying out various nursing tasks.,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/oracle-dba-advanced-level-new/,Approximate Completion Time in minutes = 12,"Multi-choice test that measures the knowledge of Oracle DB architecture, backup and recovery, MySQL administration and advanced topics such as network configuration and data warehouse management.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/oracle-dba-entry-level-new/,Approximate Completion Time in minutes = 12,"Multi-choice test that measures the knowledge of Oracle database architecture, data management, backup and recovery, and MySQL administration.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/oracle-plsql-new/,Approximate Completion Time in minutes = 11,"Multi-choice test that measures the knowledge of SQL queries, relational database concepts and specific Oracle PL/SQL features.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/oracle-weblogic-server-new/,Approximate Completion Time in minutes = 7,"Multi-choice test that measures the knowledge of the concepts of WebLogic such as server installation, administration, node, logs manager, security and deployment.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/organic-chemistry-new/,Approximate Completion Time in minutes = 10,Multi-choice test that measures the knowledge of the basic concepts in organic chemistry.,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/paint-technology-new/,Approximate Completion Time in minutes = 7,"Multi-choice test that measures the knowledge of paint raw materials and precursors, manufacture of different types of coatings, surface treatment and coating applications.","Professional Individual Contributor, Graduate, Mid-Professional,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/pediatrics-new/,Approximate Completion Time in minutes = 5,"Multi-choice test that measures the basic knowledge of pediatric diseases, their symptoms and the medicines administered to cure or prevent them.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/pega-development-new/,Approximate Completion Time in minutes = 17,"Multi-choice test that measures the knowledge of Pega architecture, user interface, rule and user management, case management, integration with external systems, frameworks, applications and performance.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/perl-new/,Approximate Completion Time in minutes = 9,"Multi-choice test that measures the knowledge of Perl scripting used for text manipulation, web development, system administration, etc.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/petrochemical-engineering-new/,Approximate Completion Time in minutes = 7,"Multi-choice test that measures the knowledge of fluid and thermal principles of petrochemical engineering, chemical processes, petroleum composition and processing.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/petroleum-engineering-new/,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge of petroleum engineering, drilling and production operations and offshore petroleum production.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/pharmaceutical-analysis-new/,Approximate Completion Time in minutes = 12,"Multi-choice test that measures the knowledge of laboratory analytical techniques such as chromatography, titration, spectroscopy, and spectrophotometry.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/pharmaceutical-chemistry-new/,Approximate Completion Time in minutes = 17,"Multi-choice test that measures the knowledge of physical chemistry, organic chemistry, inorganic chemistry, biochemistry and medicinal chemistry.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/pharmaceutical-science-new/,Approximate Completion Time in minutes = 7,"Multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/pharmaceutics-new/,Approximate Completion Time in minutes = 12,"Multi-choice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture, biopharmaceutics, modern pharmaceutics and dispensing pharmacy.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/pharmacology-new/,Approximate Completion Time in minutes = 12,"Multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system, endocrine pharmacology, drug action on circulatory system and GI tract.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/php-new/,Approximate Completion Time in minutes = 8,"Multi-choice test that measures the knowledge of OOPs & programming constructs, web & database handling and advanced PHP.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/pjm-development-report/,Approximate Completion Time in minutes = Untimed,"The Person-Job Match Report is unique in that it
matches the performance potential of the
individual to the job’s specific competencies. This
provides you with a comprehensive and insightful
understanding of person-job fit.  The PJM Development report is written to support competency focused development of an individual.

In a development context, this report can be used: To identify specific areas of strength and weakness that may impact on the individual?s 
performance.As the basis for identifying areas for development and development planning. For discussing fit to future roles and career planning.","Mid-Professional, Graduate, Manager,","Italian, English International, English (USA), French (Canada), Portuguese (Brazil), Latin American Spanish,","C, A, P",Yes,No
https://www.shl.com/products/product-catalog/view/pjm-selection-report/,Approximate Completion Time in minutes = Untimed,"The PJM Report provides a clear indication of each candidate's ""degree of fit"" to a role.  Provides targeted assessment results that match individuals with jobs . Links the essential/desirable competencies for a specific job with an individual’s competency potential. Provides an overall Match (or fit) Score useful in ranking/sorting candidates for selection 
and/or development (e.g. Talent Audit).  It provides a highly visual profile of a candidate's strengths and limitations against identified required competencies. Includes a summary table that enables prioritisation of action planning for development of critical competencies for an individual (by tabling Competency Potential against Job Importance for the role). It includes highly descriptive statements about a candidate's strengths and development  needs/limitations. 
The extended report versions include proposed competency-based interview questions 
to enable probing of specific situations in which the candidate might have 
demonstrated critical job behaviours. 
  
The PJM Report is designed for use by line managers and HR professionals in selection and 
development situations. It is valuable for identifying an individual's overall fit as well as likely areas of 
strength and weakness relative to their behaviour at work. 
 
In a selection context, this information can be used: For making interviewers aware of the areas that may need further probing. As a basis for suggesting and creating relevant interview questions. For identifying the relative strengths and weaknesses of shortlisted candidates.","Mid-Professional, Manager,","Italian, English International, English (USA), Portuguese (Brazil), Latin American Spanish, French (Canada),","A, C, P",Yes,No
https://www.shl.com/products/product-catalog/view/polymer-engineering-new/,Approximate Completion Time in minutes = 8,"Multi-choice test that measures the knowledge of characterization of polymers, processing, synthesis, testing and applications in daily life.","Professional Individual Contributor, Graduate, Mid-Professional,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/power-electronics-and-drives-new/,Approximate Completion Time in minutes = 15,"Multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems.","Mid-Professional, Professional Individual Contributor, Graduate,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/power-system-engineering-new/,Approximate Completion Time in minutes = 12,"Multi-choice test that measures the knowledge of power generation and transmission, electrical machines, power systems and drives, control and instrumentation, fluid mechanics and machines.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/prism-new/,Approximate Completion Time in minutes = 4,"Multi-choice test that measures the knowledge of modules, patterns and other basic concepts of using the Prism library.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/production-and-industrial-engineering-new/,Approximate Completion Time in minutes = 13,"Multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/production-engineering-new/,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge of production technology and analysis, metal cutting, tool design, material science and CIM.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/programming-concepts/,Approximate Completion Time in minutes = 25,"The Programming Concepts test measures knowledge of the core aspects of computer science programming that is valid across programming languages. Designed for all programmers, this test covers the following topics:  Algorithms, Complex Data Types, Data Access, Productivity and Quality, Program Flow, Program Structure, Programming Paradigms, User Interface, Variables, Data Types, and Operators.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,Yes
https://www.shl.com/products/product-catalog/view/project-management-2013/,Approximate Completion Time in minutes = 30,"The Project Management (2013) test measures knowledge of how to manage projects to ensure that objectives are completed on time and within budget. The test is based on Project Management Institute's (PMI's), Project Management Body of Knowledge (PMBOK) Fifth Edition methodology. Designed for all professionals, this test covers the following topics: Project Communications Management, Project Cost Management, Project Human Resource Management, Project Management Characteristics, Project Management Methodologies, Project Procurement Management, Project Quality Management, Project Risk Management, Project Scope Management, Project Stakeholder Management, and Project Time Management.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,Yes
https://www.shl.com/products/product-catalog/view/proofreading-v1/,Approximate Completion Time in minutes = 6,"This assessment measures ability to read for errors involving spelling, punctuation, grammar and word choice.  It also measures ability to correct those errors.","Entry-Level, Mid-Professional,","English International, English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/python-new/,Approximate Completion Time in minutes = 11,"Multi-choice test that measures the knowledge of Python programming, databases, modules and library.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/r-programming-new/,Approximate Completion Time in minutes = 13,Multi-choice test that measures the knowledge of R programming and its application in statistics.,"Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/reactjs-new/,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the technical knowledge of React APIs, render function, JSX, form validation and styling.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/reading-comprehension-english-v1/,Approximate Completion Time in minutes = 35,"The Reading Comprehension - English 
assessment provides a general measure of 
English reading comprehension. This test is 
comprised of items that contain a passage 
that you must read in order to answer the 
question being asked. The questions focus 
on the candidate's ability to demonstrate an 
understanding of the passage. Questions 
may be specific in nature, with answers that 
can be found almost word for word in the 
passage.  For example, the question may ask 
for a date, name or place that can be found by 
closely reading through the passage. 
Alternatively, the questions may be general in 
nature, with answers that can be determined 
only by fully understanding the meaning of the 
passage. ""What is the theme of the 
passage?"" or ""What is the mood of the 
author?"" are examples of general questions 
the candidate may be asked.","Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",A,Yes,Yes
https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/,Approximate Completion Time in minutes = 26,"The Reading Comprehension - Spanish assessment provides a general measure of Spanish reading comprehension. This test is comprised of items that contain a passage that must read in order to answer the question being asked. The questions focus on the ability to demonstrate an understanding of the passage. Questions may be specific in nature, with answers that can be found almost word for word in the passage. For example, the question may ask for a date, name or place that can be found by closely reading through the passage. Alternatively, the questions may be general in nature, with answers that can be determined only by fully understanding the meaning of the passage. ""What is the theme of the passage?"" or ""What is the mood of the author?"" are examples of general questions that may be asked.","Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","Latin American Spanish,",A,Yes,Yes
https://www.shl.com/products/product-catalog/view/reading-comprehension-v2/,Approximate Completion Time in minutes = 35,"The Reading Comprehension - English 
assessment provides a general measure of 
English reading comprehension. This test is 
comprised of items that contain a passage 
that you must read in order to answer the 
question being asked. The questions focus 
on the candidate's ability to demonstrate an 
understanding of the passage. Questions 
may be specific in nature, with answers that 
can be found almost word for word in the 
passage.  For example, the question may ask 
for a date, name or place that can be found by 
closely reading through the passage. 
Alternatively, the questions may be general in 
nature, with answers that can be determined 
only by fully understanding the meaning of the 
passage. ""What is the theme of the 
passage?"" or ""What is the mood of the 
author?"" are examples of general questions 
the candidate may be asked.","Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",A,Yes,Yes
https://www.shl.com/products/product-catalog/view/remoteworkq-manager-report/,Approximate Completion Time in minutes = Untimed,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: 
o	Work Relationships
o	Work Habits
o	Self-Development & Well-Being
The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing:
o	Insights into your identified strengths and potential risks for working remotely
o	Individualized coaching tips on how you can use your identified strengths to overcome risks","Director, Executive, Front Line Manager, Graduate, General Population, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Entry-Level,",,C,Yes,No
https://www.shl.com/products/product-catalog/view/remoteworkq/,Approximate Completion Time in minutes = 10,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: 
o	Work Relationships
o	Work Habits
o	Self-Development & Well-Being
The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing:
o	Insights into your identified strengths and potential risks for working remotely
o	Individualized coaching tips on how you can use your identified strengths to overcome risks","Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Front Line Manager, General Population, Graduate, Director, Entry-Level, Executive,","English (USA), Arabic, Italian, Chinese Simplified, Portuguese, Turkish, Portuguese (Brazil), Indonesian, English International, Spanish, Latin American Spanish, French (Canada), German, Dutch, French,",C,Yes,No
https://www.shl.com/products/product-catalog/view/safety-and-dependability-focus-8-0/,Approximate Completion Time in minutes = 16,"The Manufacturing & Industrial Safety & Dependability Focus 8.0 Job-Focused Assessment 
measures the behaviors that underlie safe performance in a work setting. This solution 
assesses foundational behaviors including behaving safely in the workplace; complying with 
rules and regulations; applying domain-related expertise; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Laborers/Warehouse Workers, Assemblers & Fitters, Maintenance/Repair Workers, 
Dispatchers, Surveillance, Quality Assurance Workers, Material Handlers, and Truck/Ship 
Loaders","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor,","English (USA), German, Latin American Spanish, French, English International, Chinese Simplified, Italian, Japanese,",P,Yes,No
https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/,Approximate Completion Time in minutes = 12,"Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/selenium-new/,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge of Selenium IDE, Selenium RC, Selenium grid, web driver, test design considerations, user extensions, frameworks and object repository.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/shell-scripting-new/,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge of Shell scripting to perform operations such as file manipulation, program execution and printing text.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,Approximate Completion Time in minutes = 20,"Measures the ability to draw logical conclusions based on information provided, identify strengths and weaknesses of arguments, and complete scenarios using incomplete information.","Graduate, Manager, Mid-Professional, Professional Individual Contributor,","Chinese Traditional, Romanian, Turkish, Polish, Greek, Latin American Spanish, Portuguese (Brazil), Japanese, Hungarian, Czech, French (Canada), Slovak, Serbian, English International, English (USA), German, Italian, Indonesian, Korean, Russian, Arabic, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, French, Dutch, Chinese Simplified, Spanish, Portuguese,",A S,Yes,Yes
https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,Approximate Completion Time in minutes = 36,"SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive Reasoning, Inductive Reasoning, and Numerical Reasoning. The candidate will see questions measuring all three abilities. Candidates will receive a score on each of the specific abilities as well as a general ability score. This test is appropriate for all job levels, however it is most relevant for positions that require cognitive ability across a range of specific skills. 
Completion time is 36 minutes for the test itself, plus 10 minutes for instructions and practice.","Graduate, Manager, Mid-Professional, Professional Individual Contributor,","English (USA), Chinese Traditional, Korean, Serbian, Slovak, Spanish, English International, Danish, Swedish, Norwegian, Finnish, Latvian, Lithuanian, Estonian, Portuguese, Hungarian, Thai, Czech, Polish, Turkish, Portuguese (Brazil), Romanian, Latin American Spanish, Italian, French (Canada), Chinese Simplified, Dutch, German, French, Russian, Indonesian, Greek, Japanese,",A,Yes,Yes
https://www.shl.com/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,Approximate Completion Time in minutes = 20,Evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts.,"Professional Individual Contributor, Graduate, Manager, Mid-Professional,","Korean, Japanese, Thai, Portuguese (Brazil), Portuguese, Chinese Traditional, Indonesian, Russian, Romanian, Polish, Greek, Latin American Spanish, English International, Arabic, Hungarian, Czech, French (Canada), Slovak, Serbian, Turkish, Spanish, Danish, Estonian, Finnish, Latvian, Lithuanian, Norwegian, Swedish, French, German, Italian, Dutch, Chinese Simplified, English (USA),",A S,Yes,Yes
https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,Approximate Completion Time in minutes = 10,"The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations. The Numerical Ability test requires candidates to understand order of operations, perform numerical calculations, and identify errors in calculations. The Numerical Calculation test, though it is adaptive, is ideal for entry-level jobs that require completing simple numerical calculations quickly and accurately.","Entry-Level,","English (USA), English International,",A,Yes,Yes
https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,Approximate Completion Time in minutes = 20,Assesses how the candidate comprehends numerical information in various formats.,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,","French, German, Italian, Dutch, Chinese Simplified, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, English International, English (USA), Czech, Polish, Latin American Spanish, Spanish, Thai, Japanese, Korean, Portuguese, Portuguese (Brazil), Chinese Traditional, Hungarian, Indonesian, Russian, Romanian, Turkish, French (Canada), Greek, Slovak, Serbian, Arabic,",A S,Yes,Yes
https://www.shl.com/products/product-catalog/view/siebel-development-new/,Approximate Completion Time in minutes = 8,"Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workflow and deployment.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,Approximate Completion Time in minutes = Variable,"Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart Interview Live Coding to comprehensively evaluate candidates’ skills across various technical roles and hire the best coding talent.  

 

The language availability for the candidate and interviewer interface is English (US), Simplified Chinese, Castilian Spanish, Japanese. Please note that the questions themselves are available as standard in US English only. 

 

The language availability for the admin interface is US English only.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level,","English (USA),",C,Yes,No
https://www.shl.com/products/product-catalog/view/smart-interview-live/,Approximate Completion Time in minutes = Variable,"SHL Live Video Interview is a real-time video interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. 
Delight shortlisted candidates with a face2face digital interview that goes way beyond a conference call. Interact with whiteboards, instant file-sharing, draw from an expertly-curated question bank and provide a remote end-to-end interview experience that increases your chance of conversion. 

 

Language Availability
The Candidate and Assessor interface is available in US English, Japanese, Simplified Chinese, Castilian Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Arabic, Greek. 
The Admin interface is available in US English and Simplified Chinese (CN server).","Entry-Level, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",P,Yes,No
https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,Approximate Completion Time in minutes = Variable,"Smart Interview On Demand is a  recorded  (asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. A streamlined, minimum bias screening to ensure you shortlist top talent faster and find those hidden gems you may have otherwise missed.  
 

Availability
 The administrator and evaluator interface is available in US English and Simplified Chinese only, as are the standard question banks.  However, custom questions can be added or recorded in any language. 


The participant interface  is available in: Arabic, Brazilian Portuguese, Bulgarian, Canadian French, Chinese, Croatian, Czech, Danish, Dutch, Dutch (Belgium), Estonian, Finnish, French, German, Greek, Hindi, Hungarian, Italian, Indonesian, Japanese, Korean, Latvian, Lithuanian, Malaysian, Mexican Spanish, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Slovenian, Spanish, Swedish, Taiwanese Chinese, Thai, Turkish, UK English, Ukrainian, US English, Vietnamese.

 

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Supervisor, Manager, Front Line Manager, General Population, Graduate, Mid-Professional, Professional Individual Contributor,","English (USA), Chinese Simplified,",P,Yes,No
https://www.shl.com/products/product-catalog/view/social-media-new/,Approximate Completion Time in minutes = 10,Multi-choice test that measures the knowledge about the different social media platforms.,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/software-business-analysis/,Approximate Completion Time in minutes = 30,"The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project in an optimal strategic manner. Designed for senior-level technical professionals, this test covers the following topics: Business Process, Diagramming and Modeling, Documentation, Joint Application Development, Methodologies and Tools, Project Development, Requirements Gathering, System Design, and User Interface.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/sonarqube-new/,Approximate Completion Time in minutes = TBC,"Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/spelling-u-s-new/,Approximate Completion Time in minutes = 0,Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.,"Entry-Level,","English (USA),",K,Yes,No
